marker_id,type,form,source,post_id,slug,url,page_class,tier,status,context,fact_required,who_can_supply,clearable_by,blocks_indexing,resolved
EV-0199,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1394,concreters-horningsea-park,/concreters-horningsea-park/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Horningsea Park,Researched unique local variable for Horningsea Park,research,research,yes,no
EV-0200,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1394,concreters-horningsea-park,/concreters-horningsea-park/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Horningsea Park,Researched ground conditions for Horningsea Park,research,research,yes,no
EV-0201,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1395,concreters-elizabeth-hills,/concreters-elizabeth-hills/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Elizabeth Hills,Researched unique local variable for Elizabeth Hills,research,research,yes,no
EV-0202,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1395,concreters-elizabeth-hills,/concreters-elizabeth-hills/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Elizabeth Hills,Researched ground conditions for Elizabeth Hills,research,research,yes,no
EV-0203,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1396,concreters-len-waters-estate,/concreters-len-waters-estate/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Len Waters Estate,Researched unique local variable for Len Waters Estate,research,research,yes,no
EV-0204,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1396,concreters-len-waters-estate,/concreters-len-waters-estate/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Len Waters Estate,Researched ground conditions for Len Waters Estate,research,research,yes,no
EV-0205,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1397,concreters-cecil-hills,/concreters-cecil-hills/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Cecil Hills,Researched unique local variable for Cecil Hills,research,research,yes,no
EV-0206,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1397,concreters-cecil-hills,/concreters-cecil-hills/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Cecil Hills,Researched ground conditions for Cecil Hills,research,research,yes,no
EV-0207,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1398,concreters-prestons,/concreters-prestons/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Prestons,Researched unique local variable for Prestons,research,research,yes,no
EV-0208,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1398,concreters-prestons,/concreters-prestons/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Prestons,Researched ground conditions for Prestons,research,research,yes,no
EV-0209,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1399,concreters-casula,/concreters-casula/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Casula,Researched unique local variable for Casula,research,research,yes,no
EV-0210,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1399,concreters-casula,/concreters-casula/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Casula,Researched ground conditions for Casula,research,research,yes,no
EV-0211,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1400,concreters-moorebank,/concreters-moorebank/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Moorebank,Researched unique local variable for Moorebank,research,research,yes,no
EV-0212,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1400,concreters-moorebank,/concreters-moorebank/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Moorebank,Researched ground conditions for Moorebank,research,research,yes,no
EV-0213,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1401,concreters-chipping-norton,/concreters-chipping-norton/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Chipping Norton,Researched unique local variable for Chipping Norton,research,research,yes,no
EV-0214,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1401,concreters-chipping-norton,/concreters-chipping-norton/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Chipping Norton,Researched ground conditions for Chipping Norton,research,research,yes,no
EV-0215,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1402,concreters-wattle-grove,/concreters-wattle-grove/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Wattle Grove,Researched unique local variable for Wattle Grove,research,research,yes,no
EV-0216,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1402,concreters-wattle-grove,/concreters-wattle-grove/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Wattle Grove,Researched ground conditions for Wattle Grove,research,research,yes,no
EV-0217,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1403,concreters-kemps-creek,/concreters-kemps-creek/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Kemps Creek,Researched unique local variable for Kemps Creek,research,research,yes,no
EV-0218,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1403,concreters-kemps-creek,/concreters-kemps-creek/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Kemps Creek,Researched ground conditions for Kemps Creek,research,research,yes,no
EV-0219,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1404,concreters-cecil-park,/concreters-cecil-park/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Cecil Park,Researched unique local variable for Cecil Park,research,research,yes,no
EV-0220,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1404,concreters-cecil-park,/concreters-cecil-park/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Cecil Park,Researched ground conditions for Cecil Park,research,research,yes,no
EV-0221,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1405,concreters-campbelltown,/concreters-campbelltown/,suburb,2,draft,suburbs-expanded.json field 'unique_local_variable' for Campbelltown,Researched unique local variable for Campbelltown,research,research,yes,no
EV-0222,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1405,concreters-campbelltown,/concreters-campbelltown/,suburb,2,draft,suburbs-expanded.json field 'ground_conditions' for Campbelltown,Researched ground conditions for Campbelltown,research,research,yes,no
EV-0223,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1406,concreters-leumeah,/concreters-leumeah/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Leumeah,Researched unique local variable for Leumeah,research,research,yes,no
EV-0224,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1406,concreters-leumeah,/concreters-leumeah/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Leumeah,Researched ground conditions for Leumeah,research,research,yes,no
EV-0225,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1407,concreters-minto,/concreters-minto/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Minto,Researched unique local variable for Minto,research,research,yes,no
EV-0226,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1407,concreters-minto,/concreters-minto/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Minto,Researched ground conditions for Minto,research,research,yes,no
EV-0227,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1408,concreters-ingleburn,/concreters-ingleburn/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Ingleburn,Researched unique local variable for Ingleburn,research,research,yes,no
EV-0228,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1408,concreters-ingleburn,/concreters-ingleburn/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Ingleburn,Researched ground conditions for Ingleburn,research,research,yes,no
EV-0229,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1409,concreters-glenfield,/concreters-glenfield/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Glenfield,Researched unique local variable for Glenfield,research,research,yes,no
EV-0230,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1409,concreters-glenfield,/concreters-glenfield/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Glenfield,Researched ground conditions for Glenfield,research,research,yes,no
EV-0231,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1410,concreters-macquarie-fields,/concreters-macquarie-fields/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Macquarie Fields,Researched unique local variable for Macquarie Fields,research,research,yes,no
EV-0232,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1410,concreters-macquarie-fields,/concreters-macquarie-fields/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Macquarie Fields,Researched ground conditions for Macquarie Fields,research,research,yes,no
EV-0233,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1411,concreters-raby,/concreters-raby/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Raby,Researched unique local variable for Raby,research,research,yes,no
EV-0234,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1411,concreters-raby,/concreters-raby/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Raby,Researched ground conditions for Raby,research,research,yes,no
EV-0235,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1412,concreters-eagle-vale,/concreters-eagle-vale/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Eagle Vale,Researched unique local variable for Eagle Vale,research,research,yes,no
EV-0236,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1412,concreters-eagle-vale,/concreters-eagle-vale/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Eagle Vale,Researched ground conditions for Eagle Vale,research,research,yes,no
EV-0237,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1413,concreters-bradbury,/concreters-bradbury/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Bradbury,Researched unique local variable for Bradbury,research,research,yes,no
EV-0238,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1413,concreters-bradbury,/concreters-bradbury/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Bradbury,Researched ground conditions for Bradbury,research,research,yes,no
EV-0239,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1414,concreters-glen-alpine,/concreters-glen-alpine/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Glen Alpine,Researched unique local variable for Glen Alpine,research,research,yes,no
EV-0240,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1414,concreters-glen-alpine,/concreters-glen-alpine/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Glen Alpine,Researched ground conditions for Glen Alpine,research,research,yes,no
EV-0241,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1415,concreters-gilead,/concreters-gilead/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Gilead,Researched unique local variable for Gilead,research,research,yes,no
EV-0242,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1415,concreters-gilead,/concreters-gilead/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Gilead,Researched ground conditions for Gilead,research,research,yes,no
EV-0243,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1416,concreters-menangle-park,/concreters-menangle-park/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Menangle Park,Researched unique local variable for Menangle Park,research,research,yes,no
EV-0244,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1416,concreters-menangle-park,/concreters-menangle-park/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Menangle Park,Researched ground conditions for Menangle Park,research,research,yes,no
EV-0245,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1417,concreters-wilton,/concreters-wilton/,suburb,2,draft,suburbs-expanded.json field 'unique_local_variable' for Wilton,Researched unique local variable for Wilton,research,research,yes,no
EV-0246,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1417,concreters-wilton,/concreters-wilton/,suburb,2,draft,suburbs-expanded.json field 'ground_conditions' for Wilton,Researched ground conditions for Wilton,research,research,yes,no
EV-0247,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1418,concreters-picton,/concreters-picton/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Picton,Researched unique local variable for Picton,research,research,yes,no
EV-0248,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1418,concreters-picton,/concreters-picton/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Picton,Researched ground conditions for Picton,research,research,yes,no
EV-0249,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1419,concreters-tahmoor,/concreters-tahmoor/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Tahmoor,Researched unique local variable for Tahmoor,research,research,yes,no
EV-0250,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1419,concreters-tahmoor,/concreters-tahmoor/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Tahmoor,Researched ground conditions for Tahmoor,research,research,yes,no
EV-0251,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1420,concreters-appin,/concreters-appin/,suburb,3,draft,suburbs-expanded.json field 'unique_local_variable' for Appin,Researched unique local variable for Appin,research,research,yes,no
EV-0252,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1420,concreters-appin,/concreters-appin/,suburb,3,draft,suburbs-expanded.json field 'ground_conditions' for Appin,Researched ground conditions for Appin,research,research,yes,no
EV-0253,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1421,concreters-douglas-park,/concreters-douglas-park/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Douglas Park,Researched unique local variable for Douglas Park,research,research,yes,no
EV-0254,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1421,concreters-douglas-park,/concreters-douglas-park/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Douglas Park,Researched ground conditions for Douglas Park,research,research,yes,no
EV-0255,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1422,concreters-menangle,/concreters-menangle/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Menangle,Researched unique local variable for Menangle,research,research,yes,no
EV-0256,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1422,concreters-menangle,/concreters-menangle/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Menangle,Researched ground conditions for Menangle,research,research,yes,no
EV-0257,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1423,concreters-the-oaks,/concreters-the-oaks/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for The Oaks,Researched unique local variable for The Oaks,research,research,yes,no
EV-0258,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1423,concreters-the-oaks,/concreters-the-oaks/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for The Oaks,Researched ground conditions for The Oaks,research,research,yes,no
EV-0259,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1424,concreters-bargo,/concreters-bargo/,suburb,4,draft,suburbs-expanded.json field 'unique_local_variable' for Bargo,Researched unique local variable for Bargo,research,research,yes,no
EV-0260,REQUIRED-RESEARCH-FIELD,data-field,suburbs-expanded.json,1424,concreters-bargo,/concreters-bargo/,suburb,4,draft,suburbs-expanded.json field 'ground_conditions' for Bargo,Researched ground conditions for Bargo,research,research,yes,no
