claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
ADD-0149,additional_blind_spots,unsupported_verified_local_evidence,1371,concreters-catherine-field,suburb,draft,"The verified approval path for Catherine Field is: Urban lots: Camden Standard Residential Driveway Crossing Application. Rural lots: rural residential driveway spec with dish crossing; pipe crossings only by Council approval. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work in Catherine Field starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Catherine Field uses the site classification explained reference for Catherine Field when the Catherine Field evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
ADD-0150,additional_blind_spots,customer_social_proof_heading,1371,concreters-catherine-field,suburb,draft,Why Catherine Field customers choose us,Why Catherine Field customers choose us,_elementor_data:$[10].elements[0].settings.title,heading,NONE — reviews and completed_projects are unverified,UNSUPPORTED,replace with a factual enquiry-coordination heading,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; unsupported customer social-proof heading neutralised",False,False
ADD-0151,additional_blind_spots,unsupported_verified_local_evidence,1371,concreters-catherine-field,suburb,draft,"From Catherine Field, the verified neighbouring service links are Oran Park , Leppington , Gledswood Hills and Cobbitty .",verified neighbouring service links,_elementor_data:$[11].elements[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-service-area field removed",False,False
ADD-0152,additional_blind_spots,quote_or_scope_promise,1371,concreters-catherine-field,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[13].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0153,additional_blind_spots,quote_or_scope_promise,1371,concreters-catherine-field,suburb,draft,"Concreting in Catherine Field 2557 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",Request an on-site quote,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0154,additional_blind_spots,unsupported_verified_local_evidence,1371,concreters-catherine-field,suburb,draft,"Concreting in Catherine Field 2557 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",using the verified Camden,postmeta:rank_math_description,meta,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0155,additional_blind_spots,quote_or_scope_promise,1386,concreters-cawdor,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0156,additional_blind_spots,quote_or_scope_promise,1386,concreters-cawdor,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0157,additional_blind_spots,quote_or_scope_promise,1397,concreters-cecil-hills,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0158,additional_blind_spots,quote_or_scope_promise,1397,concreters-cecil-hills,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0159,additional_blind_spots,quote_or_scope_promise,1404,concreters-cecil-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0160,additional_blind_spots,quote_or_scope_promise,1404,concreters-cecil-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0161,additional_blind_spots,quote_or_scope_promise,1401,concreters-chipping-norton,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0162,additional_blind_spots,quote_or_scope_promise,1401,concreters-chipping-norton,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0163,additional_blind_spots,quote_or_scope_promise,1379,concreters-cobbitty,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0164,additional_blind_spots,direct_service_or_scope_presentation,1379,concreters-cobbitty,suburb,draft,Our Services,Our Services,_elementor_data:$[1].elements[0].settings.title.value.content.value,e-heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry types,"owner attestation and remediation authority, 21 August 2026; direct service-ownership heading neutralised",False,False
ADD-0165,additional_blind_spots,direct_service_or_scope_presentation,1379,concreters-cobbitty,suburb,draft,Our Services,Our Services,_elementor_data:$[1].elements[0].settings.title.value.children[0].content,e-heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry types,"owner attestation and remediation authority, 21 August 2026; direct service-ownership heading neutralised",False,False
ADD-0166,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"Concrete work requested around Cobbitty, ordered around the verified local job mix.",verified local job mix,_elementor_data:$[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry information for Cobbitty.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-job-mix framing removed",False,False
ADD-0167,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"The recorded housing profile for Cobbitty is Rural acreage plus emerging new release. Local reference points include Cobbitty Village, Heritage Cobbitty church precinct and University of Sydney Camden campus, with access commonly read from Cobbitty Road, The Northern Road and Werombi Road. The verified local distinction is specific: Cobbitty is where Camden's rural driveway specification actually bites. There's no kerb and gutter on most frontages, so Council requires a standard concrete dish crossing aligned to the table drain invert, plus a bitumen shoulder seal from the dish back to the edge of the existing road pavement. A pipe crossing is only permitted where a dish won't provide suitable access, and only with Council approval. That's three separate scope items most quotes leave off.",verified local distinction,_elementor_data:$[4].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-distinction field removed",False,False
ADD-0168,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"The researched ground note for Cobbitty records: Undisturbed shale and alluvial profiles, no engineered fill. Long access runs need a thicker section and proper crossfall to survive delivery trucks and machinery. That evidence is checked against the proposed slab location in Cobbitty; assumptions from another estate are not substituted for a site inspection. Cobbitty separates its concrete driveways evidence from the general Cobbitty brief; Concrete Driveways in Cobbitty carries that service decision.",The researched ground note,_elementor_data:$[5].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported researched-ground-note construction removed",False,False
ADD-0169,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"The verified approval path for Cobbitty is: Rural residential driveway specification via Camden Council. Dish crossing standard; pipe crossing by approval only. Bitumen shoulder seal required. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work in Cobbitty starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Cobbitty uses the site classification explained reference for Cobbitty when the Cobbitty evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
ADD-0170,additional_blind_spots,customer_social_proof_heading,1379,concreters-cobbitty,suburb,draft,Why Cobbitty customers choose us,Why Cobbitty customers choose us,_elementor_data:$[10].elements[0].settings.title,heading,NONE — reviews and completed_projects are unverified,UNSUPPORTED,replace with a factual enquiry-coordination heading,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; unsupported customer social-proof heading neutralised",False,False
ADD-0171,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"From Cobbitty, the verified neighbouring service links are Catherine Field , Bringelly and Elderslie .",verified neighbouring service links,_elementor_data:$[11].elements[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-service-area field removed",False,False
ADD-0172,additional_blind_spots,quote_or_scope_promise,1379,concreters-cobbitty,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[13].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0173,additional_blind_spots,quote_or_scope_promise,1379,concreters-cobbitty,suburb,draft,"Concreting in Cobbitty 2570 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",Request an on-site quote,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0174,additional_blind_spots,unsupported_verified_local_evidence,1379,concreters-cobbitty,suburb,draft,"Concreting in Cobbitty 2570 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",using the verified Camden,postmeta:rank_math_description,meta,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0175,additional_blind_spots,quote_or_scope_promise,1376,concreters-currans-hill,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0176,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"Concrete work requested around Currans Hill, ordered around the verified local job mix.",verified local job mix,_elementor_data:$[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry information for Currans Hill.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-job-mix framing removed",False,False
ADD-0177,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"The recorded housing profile for Currans Hill is 1990–2000. Local reference points include Currans Hill Public School and Narellan Town Centre (adjacent), with access commonly read from Kellerman Drive, Narellan Road and Waterworth Drive. The verified local distinction is specific: Currans Hill was one of the first 1990s Camden subdivisions and its lots are noticeably smaller than Mount Annan or Harrington Park. Driveways are short, single-width and heavily trafficked, and the common failure is settlement at the layback rather than mid-slab cracking — which changes whether you're repairing the crossover or the driveway. Existing housing makes driveway replacement in Currans Hill a service that must be assessed separately from a first pour.",verified local distinction,_elementor_data:$[4].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-distinction field removed",False,False
ADD-0178,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"The researched ground note for Currans Hill records: Shale clay, compact lots, tight side access. That evidence is checked against the proposed slab location in Currans Hill; assumptions from another estate are not substituted for a site inspection. Currans Hill separates its concrete crossovers and laybacks evidence from the general Currans Hill brief; Concrete Crossovers and Laybacks in Currans Hill carries that service decision.",The researched ground note,_elementor_data:$[5].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported researched-ground-note construction removed",False,False
ADD-0179,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"The verified approval path for Currans Hill is: Camden Standard Driveway Crossing Application where the crossover is altered or widened. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work in Currans Hill starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Currans Hill uses the control joints and saw cut timing reference for Currans Hill when the Currans Hill evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
ADD-0180,additional_blind_spots,customer_social_proof_heading,1376,concreters-currans-hill,suburb,draft,Why Currans Hill customers choose us,Why Currans Hill customers choose us,_elementor_data:$[10].elements[0].settings.title,heading,NONE — reviews and completed_projects are unverified,UNSUPPORTED,replace with a factual enquiry-coordination heading,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; unsupported customer social-proof heading neutralised",False,False
ADD-0181,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"From Currans Hill, the verified neighbouring service links are Mount Annan , Narellan and Harrington Park .",verified neighbouring service links,_elementor_data:$[11].elements[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-service-area field removed",False,False
ADD-0182,additional_blind_spots,quote_or_scope_promise,1376,concreters-currans-hill,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[13].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0183,additional_blind_spots,quote_or_scope_promise,1376,concreters-currans-hill,suburb,draft,"Concreting in Currans Hill 2567 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",Request an on-site quote,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0184,additional_blind_spots,unsupported_verified_local_evidence,1376,concreters-currans-hill,suburb,draft,"Concreting in Currans Hill 2567 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",using the verified Camden,postmeta:rank_math_description,meta,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0185,additional_blind_spots,quote_or_scope_promise,1421,concreters-douglas-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0186,additional_blind_spots,quote_or_scope_promise,1421,concreters-douglas-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0187,additional_blind_spots,quote_or_scope_promise,1412,concreters-eagle-vale,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0188,additional_blind_spots,quote_or_scope_promise,1412,concreters-eagle-vale,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0189,additional_blind_spots,quote_or_scope_promise,1387,concreters-edmondson-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0190,additional_blind_spots,direct_service_or_scope_presentation,1387,concreters-edmondson-park,suburb,draft,Our Services,Our Services,_elementor_data:$[1].elements[0].settings.title.value.content.value,e-heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry types,"owner attestation and remediation authority, 21 August 2026; direct service-ownership heading neutralised",False,False
ADD-0191,additional_blind_spots,direct_service_or_scope_presentation,1387,concreters-edmondson-park,suburb,draft,Our Services,Our Services,_elementor_data:$[1].elements[0].settings.title.value.children[0].content,e-heading,"NONE — owner operating-model attestation, 21 August 2026",UNSUPPORTED,replace with enquiry types and the authorised coordination disclosure,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry types,"owner attestation and remediation authority, 21 August 2026; direct service-ownership heading neutralised",False,False
ADD-0192,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"Concrete work requested around Edmondson Park, ordered around the verified local job mix.",verified local job mix,_elementor_data:$[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry information for Edmondson Park.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-job-mix framing removed",False,False
ADD-0193,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"The recorded housing profile for Edmondson Park is 2016–present, medium density. Local reference points include Ed.Square Town Centre, Edmondson Park railway station and Edmondson Park South, with access commonly read from Soldiers Parade, Campbelltown Road and Croatia Avenue. The verified local distinction is specific: Edmondson Park is the densest suburb in this corridor — terraces, townhouses and small lots rather than 450sqm detached blocks. The jobs are small, access is tight, and a meaningful share of the work is strata: common-area paths, bin-store slabs and shared driveway aprons where the client is a strata committee, not a homeowner. Different sales cycle, different insurance requirements, repeat work if you do it well.",verified local distinction,_elementor_data:$[4].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-distinction field removed",False,False
ADD-0194,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"The researched ground note for Edmondson Park records: Clay over shale on engineered fill. Tight access means barrow, kibble or line pump on most jobs — factor it into the quote rather than discovering it on the day. That evidence is checked against the proposed slab location in Edmondson Park; assumptions from another estate are not substituted for a site inspection. Edmondson Park separates its concrete paths and pathways evidence from the general Edmondson Park brief; Concrete Paths and Pathways in Edmondson Park carries that service decision.",The researched ground note,_elementor_data:$[5].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported researched-ground-note construction removed",False,False
