requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0442,D22 deferred — unresearched,concreters-moorebank,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete garden paths and connecting paths concrete; visible purpose: Coloured & Decorative,landscape,627:470,627x470,JPEG,concrete-garden-paths-and-connecting-paths-concrete-182.jpg,Concrete garden paths and connecting paths concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,182,concrete-garden-paths-and-connecting-paths-concrete-182.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1400; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0443,D22 deferred — unresearched,concreters-chipping-norton,suburb,7c2526d7,7c2526d7 — Concreters Chipping Norton,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Chipping Norton,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1401; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0444,D22 deferred — unresearched,concreters-chipping-norton,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image placeholder hero camden in the context of Concreters Chipping Norton; visible purpose: Concrete Driveways,landscape,503:409,1006x818,JPEG,image-placeholder-hero-275.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,275,image-placeholder-hero-275.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0445,D22 deferred — unresearched,concreters-chipping-norton,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image contact 1 camden in the context of Concreters Chipping Norton; visible purpose: Concrete Slabs,landscape,836:421,836x421,JPEG,image-contact-1-276.jpg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,276,image-contact-1-276.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0446,D22 deferred — unresearched,concreters-chipping-norton,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image placeholder hero 1 camden in the context of Concreters Chipping Norton; visible purpose: Exposed Aggregate,landscape,503:409,1006x818,JPEG,image-placeholder-hero-1-277.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,277,image-placeholder-hero-1-277.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0447,D22 deferred — unresearched,concreters-chipping-norton,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image placeholder about 1 camden in the context of Concreters Chipping Norton; visible purpose: Patios & Alfresco,landscape,223:196,669x588,JPEG,image-placeholder-about-1-278.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,278,image-placeholder-about-1-278.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0448,D22 deferred — unresearched,concreters-chipping-norton,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image placeholder about camden in the context of Concreters Chipping Norton; visible purpose: Paths & Pathways,landscape,223:196,669x588,JPEG,image-placeholder-about-279.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,279,image-placeholder-about-279.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0449,D22 deferred — unresearched,concreters-chipping-norton,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Image placeholder about 1 camden in the context of Concreters Chipping Norton; visible purpose: Coloured & Decorative,landscape,223:196,669x588,JPEG,image-placeholder-about-1-278.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,278,image-placeholder-about-1-278.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1401; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0450,D22 deferred — unresearched,concreters-wattle-grove,suburb,7c2526d7,7c2526d7 — Concreters Wattle Grove,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Wattle Grove,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1402; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0451,D22 deferred — unresearched,concreters-wattle-grove,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Identifiable Melbourne CBD skyline and hot-air balloon; visible purpose: Concrete Driveways,landscape,4:3,888x666,PNG,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,956,south-west-sydney-growth-corridor-956.png,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1402; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert the South West Sydney growth corridor.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0452,D22 deferred — unresearched,concreters-wattle-grove,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Wianamatta shale clay camden in the context of Concreters Wattle Grove; visible purpose: Concrete Slabs,landscape,627:470,627x470,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,D19 removes the Tarneit soil photograph and retains its containing sections,yes — decorative/non-evidential only,1020,wianamatta-shale-clay-camden-1020.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: prohibited slot already removed,none,no — page is outside the smallest launch,page_id=1402; widget_type=image-box; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0453,D22 deferred — unresearched,concreters-wattle-grove,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Aerial view of a waterway beside a residential area; visible purpose: Exposed Aggregate,landscape,4:3,784x588,JPEG,aerial-waterway-residential-area-1056.jpg,Aerial view of a waterway beside a residential area,no,D18/D20: Victorian Davis Creek cannot be named as South Creek,yes — decorative/non-evidential only,1056,aerial-waterway-residential-area-1056.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1402; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0454,D22 deferred — unresearched,concreters-wattle-grove,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete slabs; visible purpose: Patios & Alfresco,square,1:1,543x543,JPEG,concrete-slabs-1065.jpg,Concrete slabs,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1065,concrete-slabs-1065.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1402; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0455,D22 deferred — unresearched,concreters-wattle-grove,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Pouring a concrete slab; visible purpose: Paths & Pathways,landscape,3:2,627x418,JPEG,pouring-a-concrete-slab-1066.jpg,Pouring a concrete slab,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1066,pouring-a-concrete-slab-1066.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1402; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0456,D22 deferred — unresearched,concreters-wattle-grove,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete slabs; visible purpose: Coloured & Decorative,square,1:1,543x543,JPEG,concrete-slabs-1065.jpg,Concrete slabs,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1065,concrete-slabs-1065.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1402; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0457,D22 deferred — unresearched,concreters-kemps-creek,suburb,7c2526d7,7c2526d7 — Concreters Kemps Creek,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Kemps Creek,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1403; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0458,D22 deferred — unresearched,concreters-kemps-creek,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image placeholder about camden in the context of Concreters Kemps Creek; visible purpose: Concrete Driveways,landscape,223:196,669x588,JPEG,image-placeholder-about-279.jpeg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,279,image-placeholder-about-279.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1403; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0459,D22 deferred — unresearched,concreters-kemps-creek,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Image testemonials camden in the context of Concreters Kemps Creek; visible purpose: Concrete Slabs,square,1:1,62x62,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,280,image-testemonials-camden-280.jpeg,defer with page; before future release apply the recorded underlying media disposition; underlying: prohibited slot already removed,none,no — page is outside the smallest launch,page_id=1403; widget_type=image-box; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0460,D22 deferred — unresearched,concreters-kemps-creek,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,About 2 hero camden in the context of Concreters Kemps Creek; visible purpose: Exposed Aggregate,landscape,451:322,902x644,JPEG,about-2-hero-323.jpg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,323,about-2-hero-323.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1403; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0461,D22 deferred — unresearched,concreters-kemps-creek,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Synthetic turf and timber landscaping; no concrete subject; visible purpose: Patios & Alfresco,landscape,1254:941,1254x941,WebP,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,480,oran-park1-480.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1403; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0462,D22 deferred — unresearched,concreters-kemps-creek,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Timber bench or deck; no concrete subject; visible purpose: Paths & Pathways,landscape,1254:941,1254x941,WebP,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,481,oran-park2-481.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1403; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0463,D22 deferred — unresearched,concreters-kemps-creek,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Synthetic turf and timber landscaping; no concrete subject; visible purpose: Coloured & Decorative,landscape,1254:941,1254x941,WebP,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,480,oran-park1-480.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1403; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0464,D22 deferred — unresearched,concreters-cecil-park,suburb,7c2526d7,7c2526d7 — Concreters Cecil Park,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Cecil Park,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0465,D22 deferred — unresearched,concreters-cecil-park,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Front and entry paths concrete; visible purpose: Concrete Driveways,landscape,587:571,587x571,JPEG,front-and-entry-paths-concrete-183.jpg,Front and entry paths concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,183,front-and-entry-paths-concrete-183.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0466,D22 deferred — unresearched,concreters-cecil-park,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Accessible paths concrete; visible purpose: Concrete Slabs,portrait,74:81,518x567,JPEG,accessible-paths-concrete-184.jpg,Accessible paths concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,184,accessible-paths-concrete-184.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0467,D22 deferred — unresearched,concreters-cecil-park,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Freshly finished residential side-yard slab; visible purpose: Exposed Aggregate,landscape,627:470,627x470,JPEG,fresh-concrete-side-yard-slab-226.jpg,Freshly finished concrete slab in a residential side yard,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,226,concretejob2camden-226.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1404; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts the job is in Camden.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0468,D22 deferred — unresearched,concreters-cecil-park,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Backyard patio concreter; visible purpose: Patios & Alfresco,landscape,4:3,784x588,JPEG,backyard-patio-concreter-227.jpg,Backyard patio concreter,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,227,backyard-patio-concreter-227.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0469,D22 deferred — unresearched,concreters-cecil-park,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Freshly poured concrete slab along a side boundary; visible purpose: Paths & Pathways,landscape,125:94,625x470,JPEG,fresh-concrete-side-yard-slab-228.jpg,Freshly poured concrete slab along a side boundary,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,228,fresh-concrete-side-yard-slab-228.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0470,D22 deferred — unresearched,concreters-cecil-park,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Backyard patio concreter; visible purpose: Coloured & Decorative,landscape,4:3,784x588,JPEG,backyard-patio-concreter-227.jpg,Backyard patio concreter,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,227,backyard-patio-concreter-227.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1404; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0471,Wave 3 pending research,concreters-campbelltown,suburb,7c2526d7,7c2526d7 — Concreters Campbelltown,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Campbelltown,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1405; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0472,Wave 3 pending research,concreters-campbelltown,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Dry cracked ground surface; visible purpose: Concrete Driveways,landscape,723:350,723x350,JPEG,dry-cracked-ground-1151.jpg,Dry cracked ground surface,no,D18/D20: remove unsupported geographic and geological assertion,yes — decorative/non-evidential only,1151,dry-cracked-ground-1151.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1405; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0473,Wave 3 pending research,concreters-campbelltown,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Aerial landscaped park surrounded by housing; visible purpose: Concrete Slabs,landscape,623:471,623x471,JPEG,aerial-suburban-park-and-housing-1152.jpg,Aerial view of a landscaped park surrounded by housing,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1152,mount-annan-established-housing-1152.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1405; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert established housing in Mount Annan, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0474,Wave 3 pending research,concreters-campbelltown,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete vehicle crossing between a kerb and property boundary; visible purpose: Exposed Aggregate,landscape,767:383,767x383,JPEG,concrete-vehicle-crossing-1153.jpg,Concrete vehicle crossing between a kerb and property boundary,no,D24/D20: remove unsupported Camden council/location assertion,yes — decorative/non-evidential only,1153,concrete-vehicle-crossing-1153.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1405; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0475,Wave 3 pending research,concreters-campbelltown,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Dark concrete driveway crossing; visible purpose: Patios & Alfresco,landscape,101:76,505x380,JPEG,dark-concrete-driveway-crossing-1185.jpg,Dark concrete driveway crossing between a kerb and property,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1185,council-crossing-south-west-sydney-1185.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1405; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert a council crossing in South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0476,Wave 3 pending research,concreters-campbelltown,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Modern commercial building with concrete hardstand; visible purpose: Paths & Pathways,landscape,964:543,964x543,WebP,commercial-building-concrete-hardstand-1186.webp,Modern commercial building with a concrete hardstand,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1186,gregory-hills-commercial-concreting-1186.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1405; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert commercial concreting in Gregory Hills, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0477,Wave 3 pending research,concreters-campbelltown,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Dark concrete driveway crossing; visible purpose: Coloured & Decorative,landscape,101:76,505x380,JPEG,dark-concrete-driveway-crossing-1185.jpg,Dark concrete driveway crossing between a kerb and property,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1185,council-crossing-south-west-sydney-1185.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1405; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert a council crossing in South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
